onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
2.0	0.05	Tone 3007Hz	1	3.007	80.00	0.348
2.1	0.2	Tone 3007Hz	1	3.007	80.00	0.348
2.35	0.2	Tone 3007Hz	1	3.007	80.00	0.348
2.6	0.2	Tone 3007Hz	1	3.007	80.00	0.348
2.85	0.05	Tone 3007Hz	1	3.007	80.00	0.348
2.95	0.2	Tone 3007Hz	1	3.007	80.00	0.348
3.2	0.05	Tone 3007Hz	1	3.007	80.00	0.348
3.3	0.05	Tone 3007Hz	1	3.007	80.00	0.348
3.4	0.05	Tone 3007Hz	1	3.007	80.00	0.348
3.5	0.2	Tone 3007Hz	1	3.007	80.00	0.348
3.75	0.05	Tone 3007Hz	1	3.007	80.00	0.348
3.85	0.05	Tone 3007Hz	1	3.007	80.00	0.348
3.95	0.2	Tone 3007Hz	1	3.007	80.00	0.348
4.2	0.05	Tone 3007Hz	1	3.007	80.00	0.348
4.3	0.2	Tone 3007Hz	1	3.007	80.00	0.348
4.55	0.05	Tone 3007Hz	1	3.007	80.00	0.348
4.65	0.05	Tone 3007Hz	1	3.007	80.00	0.348
4.75	0.2	Tone 3007Hz	1	3.007	80.00	0.348
5.0	0.2	Tone 3007Hz	1	3.007	80.00	0.348
5.25	0.2	Tone 3007Hz	1	3.007	80.00	0.348
5.5	0.2	Tone 3007Hz	1	3.007	80.00	0.348
5.75	0.2	Tone 3007Hz	1	3.007	80.00	0.348
6.0	0.2	Tone 3007Hz	1	3.007	80.00	0.348
6.25	0.2	Tone 3007Hz	1	3.007	80.00	0.348
6.5	0.2	Tone 3007Hz	1	3.007	80.00	0.348
6.75	0.2	Tone 3007Hz	1	3.007	80.00	0.348
9.504	0.05	Tone 7199Hz	2	7.199	80.00	0.798
9.604	0.05	Tone 7199Hz	2	7.199	80.00	0.798
9.704	0.2	Tone 7199Hz	2	7.199	80.00	0.798
9.954	0.2	Tone 7199Hz	2	7.199	80.00	0.798
10.204	0.2	Tone 7199Hz	2	7.199	80.00	0.798
10.454	0.05	Tone 7199Hz	2	7.199	80.00	0.798
10.554	0.05	Tone 7199Hz	2	7.199	80.00	0.798
10.654	0.05	Tone 7199Hz	2	7.199	80.00	0.798
10.754	0.2	Tone 7199Hz	2	7.199	80.00	0.798
11.004	0.2	Tone 7199Hz	2	7.199	80.00	0.798
11.254	0.2	Tone 7199Hz	2	7.199	80.00	0.798
11.504	0.05	Tone 7199Hz	2	7.199	80.00	0.798
11.604	0.2	Tone 7199Hz	2	7.199	80.00	0.798
11.854	0.2	Tone 7199Hz	2	7.199	80.00	0.798
12.104	0.2	Tone 7199Hz	2	7.199	80.00	0.798
12.354	0.05	Tone 7199Hz	2	7.199	80.00	0.798
12.454	0.2	Tone 7199Hz	2	7.199	80.00	0.798
12.704	0.05	Tone 7199Hz	2	7.199	80.00	0.798
12.804	0.2	Tone 7199Hz	2	7.199	80.00	0.798
13.054	0.2	Tone 7199Hz	2	7.199	80.00	0.798
13.304	0.2	Tone 7199Hz	2	7.199	80.00	0.798
13.554	0.05	Tone 7199Hz	2	7.199	80.00	0.798
13.654	0.2	Tone 7199Hz	2	7.199	80.00	0.798
13.904	0.2	Tone 7199Hz	2	7.199	80.00	0.798
14.154	0.05	Tone 7199Hz	2	7.199	80.00	0.798
14.254	0.2	Tone 7199Hz	2	7.199	80.00	0.798
17.023	0.05	Tone 1696Hz	3	1.696	80.00	0.207
17.123	0.2	Tone 1696Hz	3	1.696	80.00	0.207
17.373	0.2	Tone 1696Hz	3	1.696	80.00	0.207
17.623	0.05	Tone 1696Hz	3	1.696	80.00	0.207
17.723	0.2	Tone 1696Hz	3	1.696	80.00	0.207
17.973	0.2	Tone 1696Hz	3	1.696	80.00	0.207
18.223	0.2	Tone 1696Hz	3	1.696	80.00	0.207
18.473	0.05	Tone 1696Hz	3	1.696	80.00	0.207
18.573	0.05	Tone 1696Hz	3	1.696	80.00	0.207
18.673	0.2	Tone 1696Hz	3	1.696	80.00	0.207
18.923	0.2	Tone 1696Hz	3	1.696	80.00	0.207
19.173	0.2	Tone 1696Hz	3	1.696	80.00	0.207
19.423	0.05	Tone 1696Hz	3	1.696	80.00	0.207
19.523	0.2	Tone 1696Hz	3	1.696	80.00	0.207
19.773	0.05	Tone 1696Hz	3	1.696	80.00	0.207
19.873	0.2	Tone 1696Hz	3	1.696	80.00	0.207
20.123	0.05	Tone 1696Hz	3	1.696	80.00	0.207
20.223	0.2	Tone 1696Hz	3	1.696	80.00	0.207
20.473	0.2	Tone 1696Hz	3	1.696	80.00	0.207
20.723	0.2	Tone 1696Hz	3	1.696	80.00	0.207
20.973	0.2	Tone 1696Hz	3	1.696	80.00	0.207
21.223	0.05	Tone 1696Hz	3	1.696	80.00	0.207
21.323	0.2	Tone 1696Hz	3	1.696	80.00	0.207
21.573	0.05	Tone 1696Hz	3	1.696	80.00	0.207
21.673	0.05	Tone 1696Hz	3	1.696	80.00	0.207
21.773	0.2	Tone 1696Hz	3	1.696	80.00	0.207
31.999	0.2	Tone 5806Hz	5	5.806	80.00	0.649
32.249	0.2	Tone 5806Hz	5	5.806	80.00	0.649
32.499	0.2	Tone 5806Hz	5	5.806	80.00	0.649
32.749	0.2	Tone 5806Hz	5	5.806	80.00	0.649
32.999	0.2	Tone 5806Hz	5	5.806	80.00	0.649
33.249	0.05	Tone 5806Hz	5	5.806	80.00	0.649
33.349	0.2	Tone 5806Hz	5	5.806	80.00	0.649
33.599	0.05	Tone 5806Hz	5	5.806	80.00	0.649
33.699	0.2	Tone 5806Hz	5	5.806	80.00	0.649
33.949	0.05	Tone 5806Hz	5	5.806	80.00	0.649
34.049	0.05	Tone 5806Hz	5	5.806	80.00	0.649
34.149	0.2	Tone 5806Hz	5	5.806	80.00	0.649
34.399	0.05	Tone 5806Hz	5	5.806	80.00	0.649
34.499	0.2	Tone 5806Hz	5	5.806	80.00	0.649
34.749	0.2	Tone 5806Hz	5	5.806	80.00	0.649
34.999	0.2	Tone 5806Hz	5	5.806	80.00	0.649
35.249	0.05	Tone 5806Hz	5	5.806	80.00	0.649
35.349	0.2	Tone 5806Hz	5	5.806	80.00	0.649
35.599	0.2	Tone 5806Hz	5	5.806	80.00	0.649
35.849	0.2	Tone 5806Hz	5	5.806	80.00	0.649
36.099	0.05	Tone 5806Hz	5	5.806	80.00	0.649
36.199	0.2	Tone 5806Hz	5	5.806	80.00	0.649
36.449	0.05	Tone 5806Hz	5	5.806	80.00	0.649
36.549	0.2	Tone 5806Hz	5	5.806	80.00	0.649
36.799	0.05	Tone 5806Hz	5	5.806	80.00	0.649
36.899	0.05	Tone 5806Hz	5	5.806	80.00	0.649
39.503	0.2	Tone 3754Hz	6	3.754	80.00	0.428
39.753	0.2	Tone 3754Hz	6	3.754	80.00	0.428
40.003	0.05	Tone 3754Hz	6	3.754	80.00	0.428
40.103	0.05	Tone 3754Hz	6	3.754	80.00	0.428
40.203	0.2	Tone 3754Hz	6	3.754	80.00	0.428
40.453	0.2	Tone 3754Hz	6	3.754	80.00	0.428
40.703	0.2	Tone 3754Hz	6	3.754	80.00	0.428
40.953	0.05	Tone 3754Hz	6	3.754	80.00	0.428
41.053	0.05	Tone 3754Hz	6	3.754	80.00	0.428
41.153	0.05	Tone 3754Hz	6	3.754	80.00	0.428
41.253	0.2	Tone 3754Hz	6	3.754	80.00	0.428
41.503	0.2	Tone 3754Hz	6	3.754	80.00	0.428
41.753	0.2	Tone 3754Hz	6	3.754	80.00	0.428
42.003	0.05	Tone 3754Hz	6	3.754	80.00	0.428
42.103	0.2	Tone 3754Hz	6	3.754	80.00	0.428
42.353	0.2	Tone 3754Hz	6	3.754	80.00	0.428
42.603	0.05	Tone 3754Hz	6	3.754	80.00	0.428
42.703	0.05	Tone 3754Hz	6	3.754	80.00	0.428
42.803	0.2	Tone 3754Hz	6	3.754	80.00	0.428
43.053	0.2	Tone 3754Hz	6	3.754	80.00	0.428
43.303	0.2	Tone 3754Hz	6	3.754	80.00	0.428
43.553	0.2	Tone 3754Hz	6	3.754	80.00	0.428
43.803	0.2	Tone 3754Hz	6	3.754	80.00	0.428
44.053	0.05	Tone 3754Hz	6	3.754	80.00	0.428
44.153	0.05	Tone 3754Hz	6	3.754	80.00	0.428
44.253	0.2	Tone 3754Hz	6	3.754	80.00	0.428
47.006	0.2	Tone 3361Hz	7	3.361	80.00	0.386
47.256	0.05	Tone 3361Hz	7	3.361	80.00	0.386
47.356	0.2	Tone 3361Hz	7	3.361	80.00	0.386
47.606	0.05	Tone 3361Hz	7	3.361	80.00	0.386
47.706	0.2	Tone 3361Hz	7	3.361	80.00	0.386
47.956	0.2	Tone 3361Hz	7	3.361	80.00	0.386
48.206	0.2	Tone 3361Hz	7	3.361	80.00	0.386
48.456	0.2	Tone 3361Hz	7	3.361	80.00	0.386
48.706	0.2	Tone 3361Hz	7	3.361	80.00	0.386
48.956	0.2	Tone 3361Hz	7	3.361	80.00	0.386
49.206	0.2	Tone 3361Hz	7	3.361	80.00	0.386
49.456	0.05	Tone 3361Hz	7	3.361	80.00	0.386
49.556	0.2	Tone 3361Hz	7	3.361	80.00	0.386
49.806	0.2	Tone 3361Hz	7	3.361	80.00	0.386
50.056	0.2	Tone 3361Hz	7	3.361	80.00	0.386
50.306	0.05	Tone 3361Hz	7	3.361	80.00	0.386
50.406	0.2	Tone 3361Hz	7	3.361	80.00	0.386
50.656	0.05	Tone 3361Hz	7	3.361	80.00	0.386
50.756	0.05	Tone 3361Hz	7	3.361	80.00	0.386
50.856	0.05	Tone 3361Hz	7	3.361	80.00	0.386
50.956	0.2	Tone 3361Hz	7	3.361	80.00	0.386
51.206	0.2	Tone 3361Hz	7	3.361	80.00	0.386
51.456	0.2	Tone 3361Hz	7	3.361	80.00	0.386
51.706	0.05	Tone 3361Hz	7	3.361	80.00	0.386
51.806	0.05	Tone 3361Hz	7	3.361	80.00	0.386
51.906	0.05	Tone 3361Hz	7	3.361	80.00	0.386
54.51	0.05	Tone 100Hz	8	0.100	80.00	0.035
54.61	0.2	Tone 100Hz	8	0.100	80.00	0.035
54.86	0.05	Tone 100Hz	8	0.100	80.00	0.035
54.96	0.05	Tone 100Hz	8	0.100	80.00	0.035
55.06	0.05	Tone 100Hz	8	0.100	80.00	0.035
55.16	0.05	Tone 100Hz	8	0.100	80.00	0.035
55.26	0.05	Tone 100Hz	8	0.100	80.00	0.035
55.36	0.2	Tone 100Hz	8	0.100	80.00	0.035
55.61	0.2	Tone 100Hz	8	0.100	80.00	0.035
55.86	0.2	Tone 100Hz	8	0.100	80.00	0.035
56.11	0.2	Tone 100Hz	8	0.100	80.00	0.035
56.36	0.2	Tone 100Hz	8	0.100	80.00	0.035
56.61	0.2	Tone 100Hz	8	0.100	80.00	0.035
56.86	0.2	Tone 100Hz	8	0.100	80.00	0.035
57.11	0.2	Tone 100Hz	8	0.100	80.00	0.035
57.36	0.2	Tone 100Hz	8	0.100	80.00	0.035
57.61	0.05	Tone 100Hz	8	0.100	80.00	0.035
57.71	0.2	Tone 100Hz	8	0.100	80.00	0.035
57.96	0.2	Tone 100Hz	8	0.100	80.00	0.035
58.21	0.05	Tone 100Hz	8	0.100	80.00	0.035
58.31	0.2	Tone 100Hz	8	0.100	80.00	0.035
58.56	0.2	Tone 100Hz	8	0.100	80.00	0.035
58.81	0.05	Tone 100Hz	8	0.100	80.00	0.035
58.91	0.2	Tone 100Hz	8	0.100	80.00	0.035
59.16	0.2	Tone 100Hz	8	0.100	80.00	0.035
59.41	0.05	Tone 100Hz	8	0.100	80.00	0.035
