onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
9.972	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
10.202	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
10.472	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
10.702	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
10.972	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
11.202	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
11.472	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
11.702	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
11.972	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
12.202	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
12.472	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
12.702	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
12.972	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
13.202	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
13.472	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
13.702	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
13.972	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
14.202	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
14.472	0.2	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
14.702	0.05	Adapter 3839Hz Probe 3839Hz	2	3.839	70.00	0.437
17.507	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
17.737	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
18.007	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
18.237	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
18.507	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
18.737	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
19.007	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
19.237	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
19.507	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
19.737	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
20.007	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
20.237	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
20.507	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
20.737	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
21.007	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
21.237	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
21.507	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
21.737	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
22.007	0.2	Adapter 507Hz Probe 3839Hz	3	0.507	70.00	0.079
22.237	0.05	Adapter 507Hz Probe 3839Hz	3	3.839	70.00	0.437
24.98	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
25.48	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
25.98	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
26.48	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
26.98	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
27.48	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
27.98	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
28.48	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
28.98	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
29.48	0.2	Adapter 1501Hz	4	1.501	70.00	0.186
39.956	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
40.456	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
40.956	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
41.456	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
41.956	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
42.456	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
42.956	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
43.456	0.2	Adapter 2423Hz	6	2.423	70.00	0.285
