onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
10.035	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.115	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.195	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.275	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.535	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.615	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.695	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
10.775	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.035	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.115	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.195	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.275	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.535	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.615	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.695	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
11.775	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.035	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.115	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.195	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.275	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.535	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.615	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.695	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
12.775	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.035	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.115	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.195	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.275	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.535	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.615	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.695	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
13.775	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.035	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.115	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.195	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.275	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.535	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.615	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.695	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
14.775	0.05	Adapter 3839Hz	2	3.839	70.00	0.437
17.538	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
17.618	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
17.698	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
17.778	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.038	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.118	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.198	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.278	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.538	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.618	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.698	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
18.778	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.038	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.118	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.198	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.278	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.538	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.618	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.698	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
19.778	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.038	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.118	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.198	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.278	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.538	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.618	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.698	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
20.778	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.038	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.118	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.198	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.278	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.538	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.618	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.698	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
21.778	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
22.038	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
22.118	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
22.198	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
22.278	0.05	Adapter 2423Hz	3	2.423	70.00	0.285
25.042	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.122	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.202	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.282	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.542	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.622	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.702	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
25.782	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.042	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.122	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.202	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.282	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.542	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.622	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.702	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
26.782	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.042	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.122	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.202	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.282	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.542	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.622	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.702	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
27.782	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.042	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.122	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.202	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.282	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.542	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.622	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.702	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
28.782	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
29.042	0.05	Adapter 1501Hz	4	1.501	70.00	0.186
