onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
2.5	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
2.73	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
3.0	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
3.23	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
3.5	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
3.73	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
4.0	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
4.23	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
4.5	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
4.73	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
5.0	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
5.23	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
5.5	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
5.73	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
6.0	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
6.23	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
6.5	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
6.73	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
7.0	0.2	Adapter 2423Hz Probe 3839Hz	1	2.423	70.00	0.285
7.23	0.05	Adapter 2423Hz Probe 3839Hz	1	3.839	70.00	0.437
17.476	0.2	Adapter 3839Hz Probe 3839Hz	3	3.839	70.00	0.437
17.706	0.05	Adapter 3839Hz Probe 3839Hz	3	3.839	70.00	0.437
17.976	0.2	Adapter 3839Hz Probe 3839Hz	3	3.839	70.00	0.437
18.206	0.05	Adapter 3839Hz Probe 3839Hz	3	3.839	70.00	0.437
18.476	0.2	Adapter 3839Hz Probe 3839Hz	3	3.839	70.00	0.437
