onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
2.0	0.05	Tone 8012Hz	1	8.012	80.00	0.886
2.1	0.2	Tone 8012Hz	1	8.012	80.00	0.886
2.35	0.05	Tone 8012Hz	1	8.012	80.00	0.886
2.45	0.2	Tone 8012Hz	1	8.012	80.00	0.886
2.7	0.05	Tone 8012Hz	1	8.012	80.00	0.886
2.8	0.2	Tone 8012Hz	1	8.012	80.00	0.886
3.05	0.2	Tone 8012Hz	1	8.012	80.00	0.886
3.3	0.2	Tone 8012Hz	1	8.012	80.00	0.886
3.55	0.2	Tone 8012Hz	1	8.012	80.00	0.886
3.8	0.05	Tone 8012Hz	1	8.012	80.00	0.886
3.9	0.2	Tone 8012Hz	1	8.012	80.00	0.886
4.15	0.05	Tone 8012Hz	1	8.012	80.00	0.886
4.25	0.2	Tone 8012Hz	1	8.012	80.00	0.886
4.5	0.05	Tone 8012Hz	1	8.012	80.00	0.886
4.6	0.2	Tone 8012Hz	1	8.012	80.00	0.886
4.85	0.2	Tone 8012Hz	1	8.012	80.00	0.886
5.1	0.05	Tone 8012Hz	1	8.012	80.00	0.886
5.2	0.2	Tone 8012Hz	1	8.012	80.00	0.886
5.45	0.2	Tone 8012Hz	1	8.012	80.00	0.886
5.7	0.2	Tone 8012Hz	1	8.012	80.00	0.886
5.95	0.05	Tone 8012Hz	1	8.012	80.00	0.886
6.05	0.2	Tone 8012Hz	1	8.012	80.00	0.886
6.3	0.2	Tone 8012Hz	1	8.012	80.00	0.886
6.55	0.05	Tone 8012Hz	1	8.012	80.00	0.886
6.65	0.05	Tone 8012Hz	1	8.012	80.00	0.886
6.75	0.2	Tone 8012Hz	1	8.012	80.00	0.886
9.503	0.2	Tone 270Hz	2	0.270	80.00	0.054
9.753	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.003	0.05	Tone 270Hz	2	0.270	80.00	0.054
10.103	0.05	Tone 270Hz	2	0.270	80.00	0.054
10.203	0.05	Tone 270Hz	2	0.270	80.00	0.054
10.303	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.553	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.803	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.053	0.05	Tone 270Hz	2	0.270	80.00	0.054
11.153	0.05	Tone 270Hz	2	0.270	80.00	0.054
11.253	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.503	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.753	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.003	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.253	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.503	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.753	0.05	Tone 270Hz	2	0.270	80.00	0.054
12.853	0.05	Tone 270Hz	2	0.270	80.00	0.054
12.953	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.053	0.2	Tone 270Hz	2	0.270	80.00	0.054
13.303	0.2	Tone 270Hz	2	0.270	80.00	0.054
13.553	0.2	Tone 270Hz	2	0.270	80.00	0.054
13.803	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.903	0.2	Tone 270Hz	2	0.270	80.00	0.054
14.153	0.2	Tone 270Hz	2	0.270	80.00	0.054
14.403	0.05	Tone 270Hz	2	0.270	80.00	0.054
17.007	0.2	Tone 221Hz	3	0.221	80.00	0.048
17.257	0.2	Tone 221Hz	3	0.221	80.00	0.048
17.507	0.2	Tone 221Hz	3	0.221	80.00	0.048
17.757	0.05	Tone 221Hz	3	0.221	80.00	0.048
17.857	0.05	Tone 221Hz	3	0.221	80.00	0.048
17.957	0.2	Tone 221Hz	3	0.221	80.00	0.048
18.207	0.05	Tone 221Hz	3	0.221	80.00	0.048
18.307	0.2	Tone 221Hz	3	0.221	80.00	0.048
18.557	0.2	Tone 221Hz	3	0.221	80.00	0.048
18.807	0.05	Tone 221Hz	3	0.221	80.00	0.048
