onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
2.0	0.05	Tone 2688Hz	1	2.688	80.00	0.314
2.1	0.2	Tone 2688Hz	1	2.688	80.00	0.314
2.35	0.05	Tone 2688Hz	1	2.688	80.00	0.314
2.45	0.2	Tone 2688Hz	1	2.688	80.00	0.314
2.7	0.2	Tone 2688Hz	1	2.688	80.00	0.314
2.95	0.05	Tone 2688Hz	1	2.688	80.00	0.314
3.05	0.2	Tone 2688Hz	1	2.688	80.00	0.314
3.3	0.2	Tone 2688Hz	1	2.688	80.00	0.314
3.55	0.2	Tone 2688Hz	1	2.688	80.00	0.314
3.8	0.05	Tone 2688Hz	1	2.688	80.00	0.314
3.9	0.2	Tone 2688Hz	1	2.688	80.00	0.314
4.15	0.2	Tone 2688Hz	1	2.688	80.00	0.314
4.4	0.2	Tone 2688Hz	1	2.688	80.00	0.314
4.65	0.2	Tone 2688Hz	1	2.688	80.00	0.314
4.9	0.05	Tone 2688Hz	1	2.688	80.00	0.314
5.0	0.2	Tone 2688Hz	1	2.688	80.00	0.314
5.25	0.05	Tone 2688Hz	1	2.688	80.00	0.314
5.35	0.05	Tone 2688Hz	1	2.688	80.00	0.314
5.45	0.2	Tone 2688Hz	1	2.688	80.00	0.314
5.7	0.2	Tone 2688Hz	1	2.688	80.00	0.314
5.95	0.05	Tone 2688Hz	1	2.688	80.00	0.314
6.05	0.05	Tone 2688Hz	1	2.688	80.00	0.314
6.15	0.2	Tone 2688Hz	1	2.688	80.00	0.314
6.4	0.05	Tone 2688Hz	1	2.688	80.00	0.314
6.5	0.2	Tone 2688Hz	1	2.688	80.00	0.314
6.75	0.2	Tone 2688Hz	1	2.688	80.00	0.314
9.503	0.05	Tone 270Hz	2	0.270	80.00	0.054
9.603	0.2	Tone 270Hz	2	0.270	80.00	0.054
9.853	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.103	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.353	0.05	Tone 270Hz	2	0.270	80.00	0.054
10.453	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.703	0.2	Tone 270Hz	2	0.270	80.00	0.054
10.953	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.203	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.453	0.05	Tone 270Hz	2	0.270	80.00	0.054
11.553	0.2	Tone 270Hz	2	0.270	80.00	0.054
11.803	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.053	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.303	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.553	0.2	Tone 270Hz	2	0.270	80.00	0.054
12.803	0.05	Tone 270Hz	2	0.270	80.00	0.054
12.903	0.2	Tone 270Hz	2	0.270	80.00	0.054
13.153	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.253	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.353	0.2	Tone 270Hz	2	0.270	80.00	0.054
13.603	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.703	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.803	0.05	Tone 270Hz	2	0.270	80.00	0.054
13.903	0.05	Tone 270Hz	2	0.270	80.00	0.054
14.003	0.2	Tone 270Hz	2	0.270	80.00	0.054
14.253	0.2	Tone 270Hz	2	0.270	80.00	0.054
17.007	0.2	Tone 702Hz	3	0.702	80.00	0.100
17.257	0.2	Tone 702Hz	3	0.702	80.00	0.100
17.507	0.2	Tone 702Hz	3	0.702	80.00	0.100
17.757	0.2	Tone 702Hz	3	0.702	80.00	0.100
18.007	0.05	Tone 702Hz	3	0.702	80.00	0.100
18.107	0.2	Tone 702Hz	3	0.702	80.00	0.100
18.357	0.05	Tone 702Hz	3	0.702	80.00	0.100
18.457	0.2	Tone 702Hz	3	0.702	80.00	0.100
18.707	0.2	Tone 702Hz	3	0.702	80.00	0.100
18.957	0.05	Tone 702Hz	3	0.702	80.00	0.100
19.057	0.2	Tone 702Hz	3	0.702	80.00	0.100
19.307	0.05	Tone 702Hz	3	0.702	80.00	0.100
19.407	0.05	Tone 702Hz	3	0.702	80.00	0.100
19.507	0.2	Tone 702Hz	3	0.702	80.00	0.100
19.757	0.2	Tone 702Hz	3	0.702	80.00	0.100
20.007	0.05	Tone 702Hz	3	0.702	80.00	0.100
20.107	0.2	Tone 702Hz	3	0.702	80.00	0.100
20.357	0.2	Tone 702Hz	3	0.702	80.00	0.100
20.607	0.05	Tone 702Hz	3	0.702	80.00	0.100
20.707	0.05	Tone 702Hz	3	0.702	80.00	0.100
20.807	0.2	Tone 702Hz	3	0.702	80.00	0.100
21.057	0.2	Tone 702Hz	3	0.702	80.00	0.100
21.307	0.05	Tone 702Hz	3	0.702	80.00	0.100
21.407	0.2	Tone 702Hz	3	0.702	80.00	0.100
21.657	0.05	Tone 702Hz	3	0.702	80.00	0.100
21.757	0.2	Tone 702Hz	3	0.702	80.00	0.100
24.511	0.2	Tone 5806Hz	4	5.806	80.00	0.649
24.761	0.2	Tone 5806Hz	4	5.806	80.00	0.649
25.011	0.05	Tone 5806Hz	4	5.806	80.00	0.649
25.111	0.2	Tone 5806Hz	4	5.806	80.00	0.649
