onset	duration	trial_type	scan	frequency_kHz	level_dB_SPL	bandwidth_kHz
2.5	0.2	Adapter 251Hz	1	0.251	70.00	0.052
3.0	0.2	Adapter 251Hz	1	0.251	70.00	0.052
3.5	0.2	Adapter 251Hz	1	0.251	70.00	0.052
4.0	0.2	Adapter 251Hz	1	0.251	70.00	0.052
4.5	0.2	Adapter 251Hz	1	0.251	70.00	0.052
5.0	0.2	Adapter 251Hz	1	0.251	70.00	0.052
5.5	0.2	Adapter 251Hz	1	0.251	70.00	0.052
6.0	0.2	Adapter 251Hz	1	0.251	70.00	0.052
6.5	0.2	Adapter 251Hz	1	0.251	70.00	0.052
7.0	0.2	Adapter 251Hz	1	0.251	70.00	0.052
9.988	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
10.218	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
10.488	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
10.718	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
10.988	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
11.218	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
11.488	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
11.718	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
11.988	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
12.218	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
12.488	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
12.718	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
12.988	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
13.218	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
13.488	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
13.718	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
13.988	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
14.218	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
14.488	0.2	Adapter 507Hz Probe 3839Hz	2	0.507	70.00	0.079
14.718	0.05	Adapter 507Hz Probe 3839Hz	2	3.839	70.00	0.437
17.522	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
18.022	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
18.522	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
19.022	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
19.522	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
20.022	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
20.522	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
21.022	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
21.522	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
22.022	0.2	Adapter 6009Hz	3	6.009	70.00	0.671
24.995	0.2	Adapter 899Hz	4	0.899	70.00	0.121
25.495	0.2	Adapter 899Hz	4	0.899	70.00	0.121
25.995	0.2	Adapter 899Hz	4	0.899	70.00	0.121
26.495	0.2	Adapter 899Hz	4	0.899	70.00	0.121
26.995	0.2	Adapter 899Hz	4	0.899	70.00	0.121
27.495	0.2	Adapter 899Hz	4	0.899	70.00	0.121
27.995	0.2	Adapter 899Hz	4	0.899	70.00	0.121
28.495	0.2	Adapter 899Hz	4	0.899	70.00	0.121
28.995	0.2	Adapter 899Hz	4	0.899	70.00	0.121
29.495	0.2	Adapter 899Hz	4	0.899	70.00	0.121
40.033	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
40.263	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
40.533	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
40.763	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
41.033	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
41.263	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
41.533	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
41.763	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
42.033	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
42.263	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
42.533	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
42.763	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
43.033	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
43.263	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
43.533	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
43.763	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
44.033	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
44.263	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
44.533	0.2	Adapter 2423Hz Probe 3839Hz	6	2.423	70.00	0.285
44.763	0.05	Adapter 2423Hz Probe 3839Hz	6	3.839	70.00	0.437
55.009	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
55.509	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
56.009	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
56.509	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
57.009	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
57.509	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
58.009	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
58.509	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
59.009	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
59.509	0.2	Adapter 1501Hz	8	1.501	70.00	0.186
70.032	0.2	Adapter 507Hz	10	0.507	70.00	0.079
70.532	0.2	Adapter 507Hz	10	0.507	70.00	0.079
71.032	0.2	Adapter 507Hz	10	0.507	70.00	0.079
71.532	0.2	Adapter 507Hz	10	0.507	70.00	0.079
72.032	0.2	Adapter 507Hz	10	0.507	70.00	0.079
72.532	0.2	Adapter 507Hz	10	0.507	70.00	0.079
73.032	0.2	Adapter 507Hz	10	0.507	70.00	0.079
73.532	0.2	Adapter 507Hz	10	0.507	70.00	0.079
74.032	0.2	Adapter 507Hz	10	0.507	70.00	0.079
74.532	0.2	Adapter 507Hz	10	0.507	70.00	0.079
77.505	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
78.005	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
78.505	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
79.005	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
79.505	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
80.005	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
80.505	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
81.005	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
81.505	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
82.005	0.2	Adapter 2423Hz	11	2.423	70.00	0.285
84.977	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
85.477	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
85.977	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
86.477	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
86.977	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
87.477	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
87.977	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
88.477	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
88.977	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
89.477	0.2	Adapter 3839Hz	12	3.839	70.00	0.437
92.512	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
92.742	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
93.012	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
93.242	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
93.512	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
93.742	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
94.012	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
94.242	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
94.512	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
94.742	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
95.012	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
95.242	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
95.512	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
95.742	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
96.012	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
96.242	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
96.512	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
96.742	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
97.012	0.2	Adapter 1501Hz Probe 3839Hz	13	1.501	70.00	0.186
97.242	0.05	Adapter 1501Hz Probe 3839Hz	13	3.839	70.00	0.437
100.261	0.05	Probe 3839Hz	14	3.839	70.00	0.437
100.761	0.05	Probe 3839Hz	14	3.839	70.00	0.437
101.261	0.05	Probe 3839Hz	14	3.839	70.00	0.437
101.761	0.05	Probe 3839Hz	14	3.839	70.00	0.437
102.261	0.05	Probe 3839Hz	14	3.839	70.00	0.437
102.761	0.05	Probe 3839Hz	14	3.839	70.00	0.437
103.261	0.05	Probe 3839Hz	14	3.839	70.00	0.437
103.761	0.05	Probe 3839Hz	14	3.839	70.00	0.437
104.261	0.05	Probe 3839Hz	14	3.839	70.00	0.437
104.761	0.05	Probe 3839Hz	14	3.839	70.00	0.437
107.503	0.2	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
107.733	0.05	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
108.003	0.2	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
108.233	0.05	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
108.503	0.2	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
108.733	0.05	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
109.003	0.2	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
109.233	0.05	Adapter 3839Hz Probe 3839Hz	15	3.839	70.00	0.437
